"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","extract_protocol_ch1.2","taxid_ch1","description","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","age:ch1","c1 chip id:ch1","cell type:ch1","experiment_sample_name:ch1","tissue:ch1"
"GSM1657975","healthy cortex cell 105","GSM1657975","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: astrocytes","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486246","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995965","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657975/suppl/GSM1657975_1772078237.C40.csv.gz","postnatal 37 years","1772078237","astrocytes","AB_S11","cortex"
"GSM1657976","healthy cortex cell 106","GSM1657976","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486247","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995966","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657976/suppl/GSM1657976_1772078237.C42.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
"GSM1657977","healthy cortex cell 107","GSM1657977","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486248","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995967","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657977/suppl/GSM1657977_1772078237.C44.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
"GSM1657978","healthy cortex cell 108","GSM1657978","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486249","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995968","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657978/suppl/GSM1657978_1772078237.C47.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
"GSM1657979","healthy cortex cell 109","GSM1657979","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: astrocytes","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486250","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995969","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657979/suppl/GSM1657979_1772078237.C49.csv.gz","postnatal 37 years","1772078237","astrocytes","AB_S11","cortex"
"GSM1657980","healthy cortex cell 110","GSM1657980","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486251","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995970","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657980/suppl/GSM1657980_1772078237.C52.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
"GSM1657981","healthy cortex cell 111","GSM1657981","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: astrocytes","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486252","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995971","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657981/suppl/GSM1657981_1772078237.C55.csv.gz","postnatal 37 years","1772078237","astrocytes","AB_S11","cortex"
"GSM1657982","healthy cortex cell 112","GSM1657982","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486253","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995972","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657982/suppl/GSM1657982_1772078237.C56.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
"GSM1657983","healthy cortex cell 113","GSM1657983","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486254","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995973","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657983/suppl/GSM1657983_1772078237.C58.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
"GSM1657984","healthy cortex cell 114","GSM1657984","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486255","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995974","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657984/suppl/GSM1657984_1772078237.C60.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
"GSM1657985","healthy cortex cell 115","GSM1657985","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486256","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995975","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657985/suppl/GSM1657985_1772078237.C61.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
"GSM1657986","healthy cortex cell 116","GSM1657986","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486257","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995976","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657986/suppl/GSM1657986_1772078237.C62.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
"GSM1657987","healthy cortex cell 117","GSM1657987","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 37 years","c1 chip id: 1772078237","experiment_sample_name: AB_S11","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486258","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995977","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657987/suppl/GSM1657987_1772078237.C74.csv.gz","postnatal 37 years","1772078237","neurons","AB_S11","cortex"
